model_id,item_id,label
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6208,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6329,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6425,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6496,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6611,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6690,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6734,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6843,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6851,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:6908,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:7050,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:7076,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:7224,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:7310,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:7481,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:7729,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:7781,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:7889,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:7895,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:8358,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:8394,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:8624,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:8686,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:8701,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:9022,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:9232,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:9245,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:9411,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:9718,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:9819,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:9826,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10070,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10146,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10199,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10306,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10307,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10354,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10606,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10671,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10895,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10935,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:10968,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:11082,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:11135,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:11777,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:12051,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:12124,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:12293,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:12539,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:12586,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:12592,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:12687,0
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:12810,1
meta/llama-3.2-11b-vision-instruct-turbo,mmlu:13183,0
meta/llama-3.1-8b-instruct-turbo,mmlu:8,0
meta/llama-3.1-8b-instruct-turbo,mmlu:218,0
meta/llama-3.1-8b-instruct-turbo,mmlu:487,0
meta/llama-3.1-8b-instruct-turbo,mmlu:772,1
meta/llama-3.1-8b-instruct-turbo,mmlu:1175,0
meta/llama-3.1-8b-instruct-turbo,mmlu:1236,0
meta/llama-3.1-8b-instruct-turbo,mmlu:1237,1
meta/llama-3.1-8b-instruct-turbo,mmlu:1373,1
meta/llama-3.1-8b-instruct-turbo,mmlu:1586,1
meta/llama-3.1-8b-instruct-turbo,mmlu:1659,1
meta/llama-3.1-8b-instruct-turbo,mmlu:1769,0
meta/llama-3.1-8b-instruct-turbo,mmlu:2122,0
meta/llama-3.1-8b-instruct-turbo,mmlu:2183,0
meta/llama-3.1-8b-instruct-turbo,mmlu:2400,0
meta/llama-3.1-8b-instruct-turbo,mmlu:2859,1
meta/llama-3.1-8b-instruct-turbo,mmlu:2924,1
meta/llama-3.1-8b-instruct-turbo,mmlu:2974,1
meta/llama-3.1-8b-instruct-turbo,mmlu:3090,0
meta/llama-3.1-8b-instruct-turbo,mmlu:3116,1
meta/llama-3.1-8b-instruct-turbo,mmlu:3193,1
meta/llama-3.1-8b-instruct-turbo,mmlu:3208,1
meta/llama-3.1-8b-instruct-turbo,mmlu:3251,0
meta/llama-3.1-8b-instruct-turbo,mmlu:3295,0
meta/llama-3.1-8b-instruct-turbo,mmlu:3469,0
meta/llama-3.1-8b-instruct-turbo,mmlu:3571,0
meta/llama-3.1-8b-instruct-turbo,mmlu:3660,1
meta/llama-3.1-8b-instruct-turbo,mmlu:3691,0
meta/llama-3.1-8b-instruct-turbo,mmlu:3844,0
meta/llama-3.1-8b-instruct-turbo,mmlu:3853,1
meta/llama-3.1-8b-instruct-turbo,mmlu:3943,0
meta/llama-3.1-8b-instruct-turbo,mmlu:4190,1
meta/llama-3.1-8b-instruct-turbo,mmlu:4201,0
meta/llama-3.1-8b-instruct-turbo,mmlu:4215,1
meta/llama-3.1-8b-instruct-turbo,mmlu:4333,1
meta/llama-3.1-8b-instruct-turbo,mmlu:4367,0
meta/llama-3.1-8b-instruct-turbo,mmlu:4671,0
meta/llama-3.1-8b-instruct-turbo,mmlu:4688,1
meta/llama-3.1-8b-instruct-turbo,mmlu:4960,1
meta/llama-3.1-8b-instruct-turbo,mmlu:5337,1
meta/llama-3.1-8b-instruct-turbo,mmlu:5459,1
meta/llama-3.1-8b-instruct-turbo,mmlu:5491,0
meta/llama-3.1-8b-instruct-turbo,mmlu:5508,1
meta/llama-3.1-8b-instruct-turbo,mmlu:5612,0
meta/llama-3.1-8b-instruct-turbo,mmlu:5813,0
meta/llama-3.1-8b-instruct-turbo,mmlu:6105,1
meta/llama-3.1-8b-instruct-turbo,mmlu:6201,1
meta/llama-3.1-8b-instruct-turbo,mmlu:6208,1
meta/llama-3.1-8b-instruct-turbo,mmlu:6329,0
meta/llama-3.1-8b-instruct-turbo,mmlu:6425,1
meta/llama-3.1-8b-instruct-turbo,mmlu:6496,0
meta/llama-3.1-8b-instruct-turbo,mmlu:6611,1
meta/llama-3.1-8b-instruct-turbo,mmlu:6690,1
meta/llama-3.1-8b-instruct-turbo,mmlu:6734,1
meta/llama-3.1-8b-instruct-turbo,mmlu:6843,0
meta/llama-3.1-8b-instruct-turbo,mmlu:6851,1
meta/llama-3.1-8b-instruct-turbo,mmlu:6908,1
meta/llama-3.1-8b-instruct-turbo,mmlu:7050,1
meta/llama-3.1-8b-instruct-turbo,mmlu:7076,1
meta/llama-3.1-8b-instruct-turbo,mmlu:7224,1
meta/llama-3.1-8b-instruct-turbo,mmlu:7310,0
meta/llama-3.1-8b-instruct-turbo,mmlu:7481,0
meta/llama-3.1-8b-instruct-turbo,mmlu:7729,0
meta/llama-3.1-8b-instruct-turbo,mmlu:7781,1
meta/llama-3.1-8b-instruct-turbo,mmlu:7889,0
meta/llama-3.1-8b-instruct-turbo,mmlu:7895,0
meta/llama-3.1-8b-instruct-turbo,mmlu:8358,1
meta/llama-3.1-8b-instruct-turbo,mmlu:8394,1
meta/llama-3.1-8b-instruct-turbo,mmlu:8624,1
meta/llama-3.1-8b-instruct-turbo,mmlu:8686,1
meta/llama-3.1-8b-instruct-turbo,mmlu:8701,1
meta/llama-3.1-8b-instruct-turbo,mmlu:9022,1
meta/llama-3.1-8b-instruct-turbo,mmlu:9232,1
meta/llama-3.1-8b-instruct-turbo,mmlu:9245,0
meta/llama-3.1-8b-instruct-turbo,mmlu:9411,1
meta/llama-3.1-8b-instruct-turbo,mmlu:9718,1
meta/llama-3.1-8b-instruct-turbo,mmlu:9819,1
meta/llama-3.1-8b-instruct-turbo,mmlu:9826,0
meta/llama-3.1-8b-instruct-turbo,mmlu:10070,0
meta/llama-3.1-8b-instruct-turbo,mmlu:10146,1
meta/llama-3.1-8b-instruct-turbo,mmlu:10199,1
meta/llama-3.1-8b-instruct-turbo,mmlu:10306,0
meta/llama-3.1-8b-instruct-turbo,mmlu:10307,1
meta/llama-3.1-8b-instruct-turbo,mmlu:10354,1
meta/llama-3.1-8b-instruct-turbo,mmlu:10606,1
meta/llama-3.1-8b-instruct-turbo,mmlu:10671,1
meta/llama-3.1-8b-instruct-turbo,mmlu:10895,1
meta/llama-3.1-8b-instruct-turbo,mmlu:10935,0
meta/llama-3.1-8b-instruct-turbo,mmlu:10968,1
meta/llama-3.1-8b-instruct-turbo,mmlu:11082,0
meta/llama-3.1-8b-instruct-turbo,mmlu:11135,1
meta/llama-3.1-8b-instruct-turbo,mmlu:11777,1
meta/llama-3.1-8b-instruct-turbo,mmlu:12051,0
meta/llama-3.1-8b-instruct-turbo,mmlu:12124,0
meta/llama-3.1-8b-instruct-turbo,mmlu:12293,0
meta/llama-3.1-8b-instruct-turbo,mmlu:12539,1
meta/llama-3.1-8b-instruct-turbo,mmlu:12586,0
meta/llama-3.1-8b-instruct-turbo,mmlu:12592,0
meta/llama-3.1-8b-instruct-turbo,mmlu:12687,0
meta/llama-3.1-8b-instruct-turbo,mmlu:12810,1
meta/llama-3.1-8b-instruct-turbo,mmlu:13183,0
cohere/command-r,mmlu:8,1
cohere/command-r,mmlu:218,1
cohere/command-r,mmlu:487,0
cohere/command-r,mmlu:772,1
cohere/command-r,mmlu:1175,1
cohere/command-r,mmlu:1236,0
cohere/command-r,mmlu:1237,1
cohere/command-r,mmlu:1373,1
cohere/command-r,mmlu:1586,1
cohere/command-r,mmlu:1659,0
cohere/command-r,mmlu:1769,1
cohere/command-r,mmlu:2122,1
cohere/command-r,mmlu:2183,1
cohere/command-r,mmlu:2400,1
cohere/command-r,mmlu:2859,1
cohere/command-r,mmlu:2924,0
cohere/command-r,mmlu:2974,1
cohere/command-r,mmlu:3090,0
cohere/command-r,mmlu:3116,0
cohere/command-r,mmlu:3193,1
cohere/command-r,mmlu:3208,1
cohere/command-r,mmlu:3251,1
cohere/command-r,mmlu:3295,0
cohere/command-r,mmlu:3469,1
cohere/command-r,mmlu:3571,1
cohere/command-r,mmlu:3660,1
cohere/command-r,mmlu:3691,0
cohere/command-r,mmlu:3844,1
cohere/command-r,mmlu:3853,1
cohere/command-r,mmlu:3943,0
cohere/command-r,mmlu:4190,1
cohere/command-r,mmlu:4201,1
cohere/command-r,mmlu:4215,1
cohere/command-r,mmlu:4333,1
cohere/command-r,mmlu:4367,1
cohere/command-r,mmlu:4671,0
cohere/command-r,mmlu:4688,0
cohere/command-r,mmlu:4960,0
cohere/command-r,mmlu:5337,1
cohere/command-r,mmlu:5459,1
cohere/command-r,mmlu:5491,0
cohere/command-r,mmlu:5508,1
cohere/command-r,mmlu:5612,1
cohere/command-r,mmlu:5813,1
cohere/command-r,mmlu:6105,1
cohere/command-r,mmlu:6201,1
cohere/command-r,mmlu:6208,1
cohere/command-r,mmlu:6329,0
cohere/command-r,mmlu:6425,1
cohere/command-r,mmlu:6496,1
cohere/command-r,mmlu:6611,1
cohere/command-r,mmlu:6690,0
cohere/command-r,mmlu:6734,0
cohere/command-r,mmlu:6843,1
cohere/command-r,mmlu:6851,1
cohere/command-r,mmlu:6908,1
cohere/command-r,mmlu:7050,1
cohere/command-r,mmlu:7076,1
cohere/command-r,mmlu:7224,0
cohere/command-r,mmlu:7310,0
cohere/command-r,mmlu:7481,0
cohere/command-r,mmlu:7729,0
cohere/command-r,mmlu:7781,0
cohere/command-r,mmlu:7889,0
cohere/command-r,mmlu:7895,0
cohere/command-r,mmlu:8358,1
cohere/command-r,mmlu:8394,0
cohere/command-r,mmlu:8624,1
cohere/command-r,mmlu:8686,1
cohere/command-r,mmlu:8701,1
cohere/command-r,mmlu:9022,1
cohere/command-r,mmlu:9232,1
