model_id,item_id,response
allenai/olmo-7b,mmlu:2701,1
allenai/olmo-7b,mmlu:2769,0
allenai/olmo-7b,mmlu:2777,0
allenai/olmo-7b,mmlu:2874,0
allenai/olmo-7b,mmlu:2899,0
allenai/olmo-7b,mmlu:2900,0
allenai/olmo-7b,mmlu:2968,1
allenai/olmo-7b,mmlu:2991,0
allenai/olmo-7b,mmlu:2992,0
allenai/olmo-7b,mmlu:2993,0
allenai/olmo-7b,mmlu:3016,1
allenai/olmo-7b,mmlu:3063,1
allenai/olmo-7b,mmlu:3079,1
allenai/olmo-7b,mmlu:3166,0
allenai/olmo-7b,mmlu:3290,0
allenai/olmo-7b,mmlu:3334,0
allenai/olmo-7b,mmlu:3341,0
allenai/olmo-7b,mmlu:3366,1
allenai/olmo-7b,mmlu:3386,0
allenai/olmo-7b,mmlu:3393,0
allenai/olmo-7b,mmlu:3413,0
allenai/olmo-7b,mmlu:3445,0
allenai/olmo-7b,mmlu:3576,0
allenai/olmo-7b,mmlu:3599,0
allenai/olmo-7b,mmlu:3623,0
allenai/olmo-7b,mmlu:3693,1
allenai/olmo-7b,mmlu:3694,0
allenai/olmo-7b,mmlu:3706,1
allenai/olmo-7b,mmlu:3724,0
allenai/olmo-7b,mmlu:3751,0
allenai/olmo-7b,mmlu:3827,0
allenai/olmo-7b,mmlu:3846,1
allenai/olmo-7b,mmlu:3852,0
allenai/olmo-7b,mmlu:3889,0
allenai/olmo-7b,mmlu:3912,0
allenai/olmo-7b,mmlu:3941,0
allenai/olmo-7b,mmlu:4004,0
allenai/olmo-7b,mmlu:4010,0
allenai/olmo-7b,mmlu:4026,0
allenai/olmo-7b,mmlu:4043,1
allenai/olmo-7b,mmlu:4110,0
allenai/olmo-7b,mmlu:4118,1
allenai/olmo-7b,mmlu:4125,0
allenai/olmo-7b,mmlu:4194,0
allenai/olmo-7b,mmlu:4217,0
allenai/olmo-7b,mmlu:4297,0
allenai/olmo-7b,mmlu:4337,0
allenai/olmo-7b,mmlu:4342,1
allenai/olmo-7b,mmlu:4374,0
allenai/olmo-7b,mmlu:4382,1
allenai/olmo-7b,mmlu:4385,0
allenai/olmo-7b,mmlu:4401,0
allenai/olmo-7b,mmlu:4417,1
allenai/olmo-7b,mmlu:4454,0
allenai/olmo-7b,mmlu:4602,0
allenai/olmo-7b,mmlu:4609,0
allenai/olmo-7b,mmlu:4639,1
allenai/olmo-7b,mmlu:4640,0
allenai/olmo-7b,mmlu:4691,1
allenai/olmo-7b,mmlu:4696,0
allenai/olmo-7b,mmlu:4705,0
allenai/olmo-7b,mmlu:4750,0
allenai/olmo-7b,mmlu:4786,0
allenai/olmo-7b,mmlu:4830,0
allenai/olmo-7b,mmlu:4838,0
allenai/olmo-7b,mmlu:4842,0
allenai/olmo-7b,mmlu:4847,0
allenai/olmo-7b,mmlu:4896,0
allenai/olmo-7b,mmlu:4965,0
allenai/olmo-7b,mmlu:4983,1
allenai/olmo-7b,mmlu:5008,0
allenai/olmo-7b,mmlu:5045,0
allenai/olmo-7b,mmlu:5061,1
allenai/olmo-7b,mmlu:5113,0
allenai/olmo-7b,mmlu:5125,0
allenai/olmo-7b,mmlu:5151,0
allenai/olmo-7b,mmlu:5206,0
allenai/olmo-7b,mmlu:5220,0
allenai/olmo-7b,mmlu:5270,0
allenai/olmo-7b,mmlu:5277,1
allenai/olmo-7b,mmlu:5278,1
allenai/olmo-7b,mmlu:5359,0
allenai/olmo-7b,mmlu:5372,0
allenai/olmo-7b,mmlu:5414,1
allenai/olmo-7b,mmlu:5424,1
allenai/olmo-7b,mmlu:5507,1
allenai/olmo-7b,mmlu:5547,0
allenai/olmo-7b,mmlu:5609,1
allenai/olmo-7b,mmlu:5620,0
allenai/olmo-7b,mmlu:5653,1
allenai/olmo-7b,mmlu:5688,0
allenai/olmo-7b,mmlu:5702,1
allenai/olmo-7b,mmlu:5781,0
allenai/olmo-7b,mmlu:5792,0
allenai/olmo-7b,mmlu:5803,0
allenai/olmo-7b,mmlu:5821,0
allenai/olmo-7b,mmlu:5862,1
allenai/olmo-7b,mmlu:5903,0
allenai/olmo-7b,mmlu:5905,1
allenai/olmo-7b,mmlu:5931,0
allenai/olmo-7b,mmlu:5933,0
allenai/olmo-7b,mmlu:5936,0
allenai/olmo-7b,mmlu:5948,0
allenai/olmo-7b,mmlu:6006,0
allenai/olmo-7b,mmlu:6041,1
allenai/olmo-7b,mmlu:6104,0
allenai/olmo-7b,mmlu:6216,0
allenai/olmo-7b,mmlu:6237,0
allenai/olmo-7b,mmlu:6323,1
allenai/olmo-7b,mmlu:6350,0
allenai/olmo-7b,mmlu:6366,0
allenai/olmo-7b,mmlu:6454,0
allenai/olmo-7b,mmlu:6462,1
allenai/olmo-7b,mmlu:6647,0
allenai/olmo-7b,mmlu:6654,0
allenai/olmo-7b,mmlu:6703,0
allenai/olmo-7b,mmlu:6730,0
allenai/olmo-7b,mmlu:6743,1
allenai/olmo-7b,mmlu:6790,0
allenai/olmo-7b,mmlu:6802,0
allenai/olmo-7b,mmlu:6817,1
allenai/olmo-7b,mmlu:6827,1
allenai/olmo-7b,mmlu:6834,0
allenai/olmo-7b,mmlu:6856,1
allenai/olmo-7b,mmlu:6860,1
allenai/olmo-7b,mmlu:6862,0
allenai/olmo-7b,mmlu:6896,0
allenai/olmo-7b,mmlu:6923,0
allenai/olmo-7b,mmlu:6959,1
allenai/olmo-7b,mmlu:7220,0
allenai/olmo-7b,mmlu:7292,0
allenai/olmo-7b,mmlu:7293,1
allenai/olmo-7b,mmlu:7377,0
allenai/olmo-7b,mmlu:7386,1
allenai/olmo-7b,mmlu:7403,0
allenai/olmo-7b,mmlu:7440,0
allenai/olmo-7b,mmlu:7572,1
allenai/olmo-7b,mmlu:7573,0
allenai/olmo-7b,mmlu:7596,0
allenai/olmo-7b,mmlu:7645,1
allenai/olmo-7b,mmlu:7696,0
allenai/olmo-7b,mmlu:7719,0
allenai/olmo-7b,mmlu:7732,0
allenai/olmo-7b,mmlu:7733,0
allenai/olmo-7b,mmlu:7753,1
allenai/olmo-7b,mmlu:7796,0
allenai/olmo-7b,mmlu:7799,0
allenai/olmo-7b,mmlu:7821,1
allenai/olmo-7b,mmlu:7828,0
allenai/olmo-7b,mmlu:7837,1
allenai/olmo-7b,mmlu:7853,1
allenai/olmo-7b,mmlu:7868,0
allenai/olmo-7b,mmlu:7897,0
allenai/olmo-7b,mmlu:7940,0
allenai/olmo-7b,mmlu:7968,0
allenai/olmo-7b,mmlu:7989,0
allenai/olmo-7b,mmlu:8011,0
allenai/olmo-7b,mmlu:8029,0
allenai/olmo-7b,mmlu:8129,0
allenai/olmo-7b,mmlu:8153,0
allenai/olmo-7b,mmlu:8287,0
allenai/olmo-7b,mmlu:8288,0
allenai/olmo-7b,mmlu:8297,0
allenai/olmo-7b,mmlu:8390,1
allenai/olmo-7b,mmlu:8430,0
allenai/olmo-7b,mmlu:8451,0
allenai/olmo-7b,mmlu:8456,1
allenai/olmo-7b,mmlu:8500,0
allenai/olmo-7b,mmlu:8511,0
allenai/olmo-7b,mmlu:8514,0
allenai/olmo-7b,mmlu:8515,0
allenai/olmo-7b,mmlu:8532,0
allenai/olmo-7b,mmlu:8545,0
allenai/olmo-7b,mmlu:8581,0
allenai/olmo-7b,mmlu:8631,0
allenai/olmo-7b,mmlu:8651,0
allenai/olmo-7b,mmlu:8753,0
allenai/olmo-7b,mmlu:8771,0
allenai/olmo-7b,mmlu:8791,1
allenai/olmo-7b,mmlu:8805,0
allenai/olmo-7b,mmlu:8828,0
allenai/olmo-7b,mmlu:8889,1
allenai/olmo-7b,mmlu:8890,1
allenai/olmo-7b,mmlu:8908,0
allenai/olmo-7b,mmlu:8965,1
allenai/olmo-7b,mmlu:8970,0
allenai/olmo-7b,mmlu:8978,0
allenai/olmo-7b,mmlu:8992,0
allenai/olmo-7b,mmlu:9019,0
allenai/olmo-7b,mmlu:9053,0
allenai/olmo-7b,mmlu:9090,0
allenai/olmo-7b,mmlu:9107,0
allenai/olmo-7b,mmlu:9136,1
allenai/olmo-7b,mmlu:9142,0
allenai/olmo-7b,mmlu:9169,0
allenai/olmo-7b,mmlu:9197,0
allenai/olmo-7b,mmlu:9205,0
allenai/olmo-7b,mmlu:9306,0
allenai/olmo-7b,mmlu:9316,0
allenai/olmo-7b,mmlu:9341,0
allenai/olmo-7b,mmlu:9404,0
allenai/olmo-7b,mmlu:9441,0
allenai/olmo-7b,mmlu:9443,0
allenai/olmo-7b,mmlu:9469,0
allenai/olmo-7b,mmlu:9473,0
allenai/olmo-7b,mmlu:9515,0
allenai/olmo-7b,mmlu:9537,0
allenai/olmo-7b,mmlu:9593,0
allenai/olmo-7b,mmlu:9613,0
allenai/olmo-7b,mmlu:9635,0
allenai/olmo-7b,mmlu:9646,0
allenai/olmo-7b,mmlu:9697,0
allenai/olmo-7b,mmlu:9703,0
allenai/olmo-7b,mmlu:9709,0
allenai/olmo-7b,mmlu:9713,0
allenai/olmo-7b,mmlu:9728,0
allenai/olmo-7b,mmlu:9782,1
allenai/olmo-7b,mmlu:9809,0
allenai/olmo-7b,mmlu:9898,0
allenai/olmo-7b,mmlu:9919,0
allenai/olmo-7b,mmlu:9934,0
allenai/olmo-7b,mmlu:9946,1
allenai/olmo-7b,mmlu:9972,1
allenai/olmo-7b,mmlu:10031,0
allenai/olmo-7b,mmlu:10100,0
allenai/olmo-7b,mmlu:10141,0
allenai/olmo-7b,mmlu:10166,0
allenai/olmo-7b,mmlu:10190,0
allenai/olmo-7b,mmlu:10216,0
allenai/olmo-7b,mmlu:10228,0
allenai/olmo-7b,mmlu:10288,0
allenai/olmo-7b,mmlu:10292,0
allenai/olmo-7b,mmlu:10332,0
allenai/olmo-7b,mmlu:10366,0
allenai/olmo-7b,mmlu:10370,0
allenai/olmo-7b,mmlu:10398,0
allenai/olmo-7b,mmlu:10464,0
allenai/olmo-7b,mmlu:10550,0
allenai/olmo-7b,mmlu:10581,0
allenai/olmo-7b,mmlu:10610,0
allenai/olmo-7b,mmlu:10619,0
allenai/olmo-7b,mmlu:10668,0
allenai/olmo-7b,mmlu:10711,1
allenai/olmo-7b,mmlu:10728,0
allenai/olmo-7b,mmlu:10730,1
allenai/olmo-7b,mmlu:10736,0
allenai/olmo-7b,mmlu:10803,1
allenai/olmo-7b,mmlu:10842,1
allenai/olmo-7b,mmlu:10932,0
allenai/olmo-7b,mmlu:11004,1
allenai/olmo-7b,mmlu:11013,0
allenai/olmo-7b,mmlu:11049,1
allenai/olmo-7b,mmlu:11076,0
allenai/olmo-7b,mmlu:11077,1
allenai/olmo-7b,mmlu:11079,0
allenai/olmo-7b,mmlu:11095,0
allenai/olmo-7b,mmlu:11266,1
allenai/olmo-7b,mmlu:11267,0
allenai/olmo-7b,mmlu:11269,0
allenai/olmo-7b,mmlu:11282,0
allenai/olmo-7b,mmlu:11321,0
allenai/olmo-7b,mmlu:11339,0
allenai/olmo-7b,mmlu:11409,0
allenai/olmo-7b,mmlu:11457,0
allenai/olmo-7b,mmlu:11469,0
allenai/olmo-7b,mmlu:11489,0
allenai/olmo-7b,mmlu:11536,0
allenai/olmo-7b,mmlu:11562,0
allenai/olmo-7b,mmlu:11580,1
allenai/olmo-7b,mmlu:11591,0
allenai/olmo-7b,mmlu:11602,0
allenai/olmo-7b,mmlu:11634,1
allenai/olmo-7b,mmlu:11655,1
allenai/olmo-7b,mmlu:11658,0
allenai/olmo-7b,mmlu:11675,0
allenai/olmo-7b,mmlu:11685,0
allenai/olmo-7b,mmlu:11717,0
allenai/olmo-7b,mmlu:11763,1
allenai/olmo-7b,mmlu:11877,0
allenai/olmo-7b,mmlu:11940,1
allenai/olmo-7b,mmlu:11973,0
allenai/olmo-7b,mmlu:11975,1
allenai/olmo-7b,mmlu:11987,0
allenai/olmo-7b,mmlu:12004,1
allenai/olmo-7b,mmlu:12058,0
allenai/olmo-7b,mmlu:12089,0
allenai/olmo-7b,mmlu:12096,0
allenai/olmo-7b,mmlu:12121,0
allenai/olmo-7b,mmlu:12123,1
allenai/olmo-7b,mmlu:12146,0
allenai/olmo-7b,mmlu:12158,0
allenai/olmo-7b,mmlu:12170,0
allenai/olmo-7b,mmlu:12226,0
allenai/olmo-7b,mmlu:12257,0
allenai/olmo-7b,mmlu:12281,1
allenai/olmo-7b,mmlu:12313,0
allenai/olmo-7b,mmlu:12372,0
allenai/olmo-7b,mmlu:12380,0
allenai/olmo-7b,mmlu:12430,0
allenai/olmo-7b,mmlu:12442,0
allenai/olmo-7b,mmlu:12476,0
allenai/olmo-7b,mmlu:12500,0
allenai/olmo-7b,mmlu:12532,0
allenai/olmo-7b,mmlu:12537,0
allenai/olmo-7b,mmlu:12551,0
allenai/olmo-7b,mmlu:12569,0
allenai/olmo-7b,mmlu:12580,1
allenai/olmo-7b,mmlu:12654,0
allenai/olmo-7b,mmlu:12703,0
allenai/olmo-7b,mmlu:12723,0
allenai/olmo-7b,mmlu:12780,0
allenai/olmo-7b,mmlu:12793,0
allenai/olmo-7b,mmlu:12805,1
allenai/olmo-7b,mmlu:12813,0
allenai/olmo-7b,mmlu:12816,0
allenai/olmo-7b,mmlu:12826,1
allenai/olmo-7b,mmlu:12889,0
allenai/olmo-7b,mmlu:13020,1
allenai/olmo-7b,mmlu:13023,1
allenai/olmo-7b,mmlu:13062,1
allenai/olmo-7b,mmlu:13080,1
allenai/olmo-7b,mmlu:13150,0
meta/llama-2-13b,mmlu:35,0
meta/llama-2-13b,mmlu:47,0
meta/llama-2-13b,mmlu:63,0
meta/llama-2-13b,mmlu:70,1
meta/llama-2-13b,mmlu:99,0
meta/llama-2-13b,mmlu:168,0
meta/llama-2-13b,mmlu:181,0
meta/llama-2-13b,mmlu:304,1
meta/llama-2-13b,mmlu:311,0
meta/llama-2-13b,mmlu:353,1
meta/llama-2-13b,mmlu:360,1
meta/llama-2-13b,mmlu:379,0
meta/llama-2-13b,mmlu:385,0
meta/llama-2-13b,mmlu:399,0
meta/llama-2-13b,mmlu:410,1
meta/llama-2-13b,mmlu:450,1
meta/llama-2-13b,mmlu:455,1
meta/llama-2-13b,mmlu:457,0
meta/llama-2-13b,mmlu:518,1
meta/llama-2-13b,mmlu:533,1
meta/llama-2-13b,mmlu:542,1
meta/llama-2-13b,mmlu:624,1
meta/llama-2-13b,mmlu:704,0
meta/llama-2-13b,mmlu:720,1
meta/llama-2-13b,mmlu:811,1
meta/llama-2-13b,mmlu:937,0
meta/llama-2-13b,mmlu:978,1
meta/llama-2-13b,mmlu:993,0
meta/llama-2-13b,mmlu:1002,0
meta/llama-2-13b,mmlu:1010,0
meta/llama-2-13b,mmlu:1022,0
meta/llama-2-13b,mmlu:1061,0
meta/llama-2-13b,mmlu:1078,0
meta/llama-2-13b,mmlu:1086,1
meta/llama-2-13b,mmlu:1107,0
meta/llama-2-13b,mmlu:1142,1
meta/llama-2-13b,mmlu:1346,0
meta/llama-2-13b,mmlu:1351,1
meta/llama-2-13b,mmlu:1355,1
meta/llama-2-13b,mmlu:1385,1
meta/llama-2-13b,mmlu:1418,1
meta/llama-2-13b,mmlu:1430,0
meta/llama-2-13b,mmlu:1491,0
meta/llama-2-13b,mmlu:1493,0
meta/llama-2-13b,mmlu:1508,0
meta/llama-2-13b,mmlu:1562,1
meta/llama-2-13b,mmlu:1611,0
meta/llama-2-13b,mmlu:1626,0
meta/llama-2-13b,mmlu:1684,1
meta/llama-2-13b,mmlu:1705,0
meta/llama-2-13b,mmlu:1795,0
meta/llama-2-13b,mmlu:1807,0
meta/llama-2-13b,mmlu:1880,1
meta/llama-2-13b,mmlu:1957,1
meta/llama-2-13b,mmlu:1983,1
meta/llama-2-13b,mmlu:2021,0
meta/llama-2-13b,mmlu:2057,0
meta/llama-2-13b,mmlu:2095,0
meta/llama-2-13b,mmlu:2145,1
meta/llama-2-13b,mmlu:2227,0
meta/llama-2-13b,mmlu:2236,1
meta/llama-2-13b,mmlu:2238,0
meta/llama-2-13b,mmlu:2254,0
meta/llama-2-13b,mmlu:2264,1
meta/llama-2-13b,mmlu:2271,1
meta/llama-2-13b,mmlu:2301,0
meta/llama-2-13b,mmlu:2319,1
meta/llama-2-13b,mmlu:2320,0
meta/llama-2-13b,mmlu:2344,1
meta/llama-2-13b,mmlu:2407,0
meta/llama-2-13b,mmlu:2417,1
meta/llama-2-13b,mmlu:2459,1
meta/llama-2-13b,mmlu:2478,0
meta/llama-2-13b,mmlu:2495,0
meta/llama-2-13b,mmlu:2611,1
meta/llama-2-13b,mmlu:2631,1
meta/llama-2-13b,mmlu:2673,1
meta/llama-2-13b,mmlu:2677,1
meta/llama-2-13b,mmlu:2701,1
meta/llama-2-13b,mmlu:2769,0
meta/llama-2-13b,mmlu:2777,1
meta/llama-2-13b,mmlu:2874,1
meta/llama-2-13b,mmlu:2899,0
meta/llama-2-13b,mmlu:2900,1
meta/llama-2-13b,mmlu:2968,1
meta/llama-2-13b,mmlu:2991,0
meta/llama-2-13b,mmlu:2992,0
meta/llama-2-13b,mmlu:2993,0
meta/llama-2-13b,mmlu:3016,1
meta/llama-2-13b,mmlu:3063,0
meta/llama-2-13b,mmlu:3079,0
meta/llama-2-13b,mmlu:3166,1
meta/llama-2-13b,mmlu:3290,1
meta/llama-2-13b,mmlu:3334,1
meta/llama-2-13b,mmlu:3341,0
meta/llama-2-13b,mmlu:3366,1
meta/llama-2-13b,mmlu:3386,1
meta/llama-2-13b,mmlu:3393,0
meta/llama-2-13b,mmlu:3413,1
meta/llama-2-13b,mmlu:3445,1
meta/llama-2-13b,mmlu:3576,1
meta/llama-2-13b,mmlu:3599,0
meta/llama-2-13b,mmlu:3623,1
meta/llama-2-13b,mmlu:3693,0
meta/llama-2-13b,mmlu:3694,0
meta/llama-2-13b,mmlu:3706,0
meta/llama-2-13b,mmlu:3724,0
meta/llama-2-13b,mmlu:3751,1
meta/llama-2-13b,mmlu:3827,0
meta/llama-2-13b,mmlu:3846,1
meta/llama-2-13b,mmlu:3852,0
meta/llama-2-13b,mmlu:3889,0
meta/llama-2-13b,mmlu:3912,1
meta/llama-2-13b,mmlu:3941,1
meta/llama-2-13b,mmlu:4004,0
meta/llama-2-13b,mmlu:4010,0
meta/llama-2-13b,mmlu:4026,1
meta/llama-2-13b,mmlu:4043,1
meta/llama-2-13b,mmlu:4110,1
meta/llama-2-13b,mmlu:4118,0
meta/llama-2-13b,mmlu:4125,1
meta/llama-2-13b,mmlu:4194,1
meta/llama-2-13b,mmlu:4217,0
meta/llama-2-13b,mmlu:4297,1
meta/llama-2-13b,mmlu:4337,0
meta/llama-2-13b,mmlu:4342,1
meta/llama-2-13b,mmlu:4374,1
meta/llama-2-13b,mmlu:4382,0
meta/llama-2-13b,mmlu:4385,0
meta/llama-2-13b,mmlu:4401,0
meta/llama-2-13b,mmlu:4417,1
meta/llama-2-13b,mmlu:4454,0
meta/llama-2-13b,mmlu:4602,1
meta/llama-2-13b,mmlu:4609,0
meta/llama-2-13b,mmlu:4639,1
meta/llama-2-13b,mmlu:4640,1
meta/llama-2-13b,mmlu:4691,0
meta/llama-2-13b,mmlu:4696,0
meta/llama-2-13b,mmlu:4705,0
meta/llama-2-13b,mmlu:4750,0
meta/llama-2-13b,mmlu:4786,1
meta/llama-2-13b,mmlu:4830,1
meta/llama-2-13b,mmlu:4838,0
meta/llama-2-13b,mmlu:4842,0
meta/llama-2-13b,mmlu:4847,0
meta/llama-2-13b,mmlu:4896,1
meta/llama-2-13b,mmlu:4965,0
meta/llama-2-13b,mmlu:4983,0
meta/llama-2-13b,mmlu:5008,1
meta/llama-2-13b,mmlu:5045,0
meta/llama-2-13b,mmlu:5061,0
meta/llama-2-13b,mmlu:5113,1
meta/llama-2-13b,mmlu:5125,0
meta/llama-2-13b,mmlu:5151,0
meta/llama-2-13b,mmlu:5206,0
meta/llama-2-13b,mmlu:5220,0
meta/llama-2-13b,mmlu:5270,0
meta/llama-2-13b,mmlu:5277,1
meta/llama-2-13b,mmlu:5278,1
meta/llama-2-13b,mmlu:5359,1
meta/llama-2-13b,mmlu:5372,1
meta/llama-2-13b,mmlu:5414,0
meta/llama-2-13b,mmlu:5424,1
meta/llama-2-13b,mmlu:5507,1
meta/llama-2-13b,mmlu:5547,0
meta/llama-2-13b,mmlu:5609,0
meta/llama-2-13b,mmlu:5620,0
meta/llama-2-13b,mmlu:5653,1
meta/llama-2-13b,mmlu:5688,0
meta/llama-2-13b,mmlu:5702,0
meta/llama-2-13b,mmlu:5781,1
meta/llama-2-13b,mmlu:5792,0
meta/llama-2-13b,mmlu:5803,0
meta/llama-2-13b,mmlu:5821,1
meta/llama-2-13b,mmlu:5862,0
meta/llama-2-13b,mmlu:5903,0
meta/llama-2-13b,mmlu:5905,1
meta/llama-2-13b,mmlu:5931,1
meta/llama-2-13b,mmlu:5933,0
meta/llama-2-13b,mmlu:5936,0
meta/llama-2-13b,mmlu:5948,1
meta/llama-2-13b,mmlu:6006,0
meta/llama-2-13b,mmlu:6041,0
meta/llama-2-13b,mmlu:6104,1
meta/llama-2-13b,mmlu:6216,0
meta/llama-2-13b,mmlu:6237,0
meta/llama-2-13b,mmlu:6323,0
meta/llama-2-13b,mmlu:6350,0
meta/llama-2-13b,mmlu:6366,1
meta/llama-2-13b,mmlu:6454,1
meta/llama-2-13b,mmlu:6462,1
meta/llama-2-13b,mmlu:6647,0
meta/llama-2-13b,mmlu:6654,1
meta/llama-2-13b,mmlu:6703,0
meta/llama-2-13b,mmlu:6730,0
meta/llama-2-13b,mmlu:6743,0
meta/llama-2-13b,mmlu:6790,0
meta/llama-2-13b,mmlu:6802,0
meta/llama-2-13b,mmlu:6817,1
meta/llama-2-13b,mmlu:6827,1
meta/llama-2-13b,mmlu:6834,0
meta/llama-2-13b,mmlu:6856,0
meta/llama-2-13b,mmlu:6860,0
meta/llama-2-13b,mmlu:6862,0
meta/llama-2-13b,mmlu:6896,1
meta/llama-2-13b,mmlu:6923,0
meta/llama-2-13b,mmlu:6959,0
meta/llama-2-13b,mmlu:7220,1
meta/llama-2-13b,mmlu:7292,0
meta/llama-2-13b,mmlu:7293,1
meta/llama-2-13b,mmlu:7377,0
meta/llama-2-13b,mmlu:7386,0
meta/llama-2-13b,mmlu:7403,1
meta/llama-2-13b,mmlu:7440,1
meta/llama-2-13b,mmlu:7572,1
meta/llama-2-13b,mmlu:7573,0
meta/llama-2-13b,mmlu:7596,0
meta/llama-2-13b,mmlu:7645,0
meta/llama-2-13b,mmlu:7696,1
meta/llama-2-13b,mmlu:7719,0
meta/llama-2-13b,mmlu:7732,0
meta/llama-2-13b,mmlu:7733,0
meta/llama-2-13b,mmlu:7753,0
meta/llama-2-13b,mmlu:7796,0
meta/llama-2-13b,mmlu:7799,1
meta/llama-2-13b,mmlu:7821,1
meta/llama-2-13b,mmlu:7828,0
meta/llama-2-13b,mmlu:7837,1
meta/llama-2-13b,mmlu:7853,0
meta/llama-2-13b,mmlu:7868,1
meta/llama-2-13b,mmlu:7897,1
meta/llama-2-13b,mmlu:7940,0
meta/llama-2-13b,mmlu:7968,0
meta/llama-2-13b,mmlu:7989,0
meta/llama-2-13b,mmlu:8011,1
meta/llama-2-13b,mmlu:8029,1
meta/llama-2-13b,mmlu:8129,1
meta/llama-2-13b,mmlu:8153,1
meta/llama-2-13b,mmlu:8287,0
meta/llama-2-13b,mmlu:8288,1
meta/llama-2-13b,mmlu:8297,0
meta/llama-2-13b,mmlu:8390,0
meta/llama-2-13b,mmlu:8430,0
meta/llama-2-13b,mmlu:8451,1
meta/llama-2-13b,mmlu:8456,0
meta/llama-2-13b,mmlu:8500,0
meta/llama-2-13b,mmlu:8511,0
meta/llama-2-13b,mmlu:8514,1
meta/llama-2-13b,mmlu:8515,1
meta/llama-2-13b,mmlu:8532,0
meta/llama-2-13b,mmlu:8545,1
meta/llama-2-13b,mmlu:8581,1
meta/llama-2-13b,mmlu:8631,0
meta/llama-2-13b,mmlu:8651,0
meta/llama-2-13b,mmlu:8753,1
meta/llama-2-13b,mmlu:8771,0
meta/llama-2-13b,mmlu:8791,1
meta/llama-2-13b,mmlu:8805,0
meta/llama-2-13b,mmlu:8828,0
meta/llama-2-13b,mmlu:8889,0
meta/llama-2-13b,mmlu:8890,1
meta/llama-2-13b,mmlu:8908,0
meta/llama-2-13b,mmlu:8965,1
meta/llama-2-13b,mmlu:8970,1
meta/llama-2-13b,mmlu:8978,1
meta/llama-2-13b,mmlu:8992,1
meta/llama-2-13b,mmlu:9019,1
meta/llama-2-13b,mmlu:9053,0
